enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,category
5150,127,3,2023-02-10,2023-06-04,92,1.0,Positive
5151,438,1,2022-11-24,2023-05-12,8,4.8,Positive
5152,67,4,2022-10-15,2022-12-17,39,1.5,Neutral
5153,322,2,2024-09-21,2025-01-28,16,4.8,Positive
5154,74,5,2023-02-10,2023-06-14,5,3.0,Positive
5155,44,18,2023-07-12,2023-11-24,15,2.6,Negative
5156,428,16,2023-10-21,2024-02-19,11,1.6,Neutral
5157,492,15,2024-06-13,2024-08-01,16,4.7,Positive
5158,95,19,2024-08-28,2025-01-26,71,4.3,Positive
5159,15,16,2022-12-11,2023-06-02,28,2.0,Negative
5160,211,18,2024-06-11,2024-08-19,90,2.3,Negative
5161,448,7,2023-01-11,2023-02-12,46,3.0,Positive
5162,105,2,2024-06-07,2024-08-31,42,3.6,Neutral
5163,289,15,2024-09-11,2025-02-19,82,2.0,Negative
5164,78,12,2024-04-05,2024-10-01,39,2.1,Neutral
5165,27,16,2023-12-19,2024-02-02,100,3.5,Positive
5166,78,1,2024-07-17,2024-12-20,10,1.8,Neutral
5167,420,4,2023-08-17,2024-01-02,52,2.9,Negative
5168,374,10,2024-07-31,2024-12-17,53,2.1,Negative
5169,320,23,2024-09-20,2025-03-15,35,2.0,Negative
5170,287,2,2024-10-02,2024-11-28,98,2.9,Positive
5171,495,4,2024-04-11,2024-06-23,11,3.7,Negative
5172,226,19,2024-03-14,2024-04-21,10,4.8,Positive
5173,23,9,2023-03-10,2023-08-16,30,2.2,Positive
5174,460,17,2023-07-03,2023-12-13,80,2.8,Negative
5175,270,3,2024-01-22,2024-05-12,1,3.9,Negative
5176,459,6,2023-07-12,2023-08-28,27,4.7,Positive
5177,415,11,2024-02-10,2024-07-28,80,1.1,Neutral
5178,355,11,2024-04-06,2024-09-30,100,3.4,Negative
5179,386,23,2023-12-07,2024-01-26,6,2.1,Negative
5180,100,1,2023-11-19,2024-02-24,99,2.1,Neutral
5181,94,15,2024-02-07,2024-06-08,56,3.5,Negative
5182,425,9,2023-06-12,2023-09-20,13,2.6,Neutral
5183,363,18,2023-02-20,2023-07-28,12,1.9,Neutral
5184,447,21,2022-12-20,2023-05-27,13,3.9,Negative
5185,440,15,2023-03-31,2023-05-06,37,2.3,Neutral
5186,427,7,2023-05-09,2023-06-08,100,2.8,Negative
5187,285,23,2023-08-19,2023-11-22,2,2.6,Positive
5188,495,18,2024-04-18,2024-09-16,73,1.4,Neutral
5189,157,13,2023-08-27,2023-12-10,3,1.1,Neutral
5190,204,18,2024-09-11,2024-12-26,41,2.1,Positive
5191,38,20,2023-02-10,2023-04-03,35,1.0,Positive
5192,41,20,2023-03-17,2023-08-04,94,3.6,Neutral
5193,21,6,2024-02-05,2024-03-25,66,2.8,Positive
5194,340,1,2024-03-10,2024-09-03,6,3.8,Positive
5195,70,4,2023-09-29,2024-01-30,100,2.8,Negative
5196,377,23,2024-04-04,2024-05-11,54,1.6,Negative
5197,21,9,2024-06-12,2024-11-20,36,3.8,Positive
5198,427,13,2023-04-02,2023-08-04,18,2.2,Neutral
5199,267,10,2024-06-22,2024-12-17,61,1.6,Negative
5200,214,3,2023-11-25,2024-03-18,63,2.0,Negative
5201,410,6,2023-10-11,2023-12-30,49,2.5,Neutral
5202,105,11,2023-03-17,2023-08-12,55,1.3,Positive
5203,252,15,2023-02-06,2023-06-16,53,4.7,Positive
5204,217,24,2022-10-18,2023-03-05,7,2.7,Neutral
5205,46,3,2024-04-28,2024-06-09,22,2.8,Negative
5206,320,9,2023-02-10,2023-05-11,37,2.3,Negative
5207,98,12,2024-09-14,2025-03-08,48,2.8,Positive
5208,165,4,2023-11-22,2024-04-05,72,2.9,Negative
5209,391,12,2023-05-29,2023-09-10,43,3.4,Negative
5210,354,18,2023-03-06,2023-04-17,51,3.9,Positive
5211,132,2,2023-10-25,2024-02-07,36,3.3,Positive
5212,383,11,2024-02-28,2024-08-21,99,3.9,Positive
5213,200,23,2023-05-19,2023-08-31,26,4.5,Positive
5214,421,6,2024-02-23,2024-04-09,96,2.2,Positive
5215,63,22,2023-01-04,2023-05-02,36,3.9,Negative
5216,386,11,2022-11-30,2023-04-10,28,4.3,Positive
5217,95,4,2024-05-16,2024-07-25,49,2.9,Neutral
5218,14,16,2024-07-14,2024-08-16,81,4.3,Positive
5219,301,23,2024-05-24,2024-08-06,75,2.6,Negative
5220,461,10,2024-02-18,2024-04-19,67,4.3,Positive
5221,383,17,2023-03-06,2023-05-08,67,1.7,Positive
5222,217,24,2024-04-26,2024-08-01,74,3.9,Positive
5223,281,15,2024-06-10,2024-08-31,42,4.3,Positive
5224,104,23,2022-11-06,2023-01-16,46,1.4,Negative
5225,263,16,2024-01-27,2024-04-28,75,3.4,Negative
5226,164,13,2024-06-11,2024-11-21,16,4.4,Positive
5227,326,23,2022-11-30,2023-03-15,34,2.0,Neutral
5228,59,9,2024-01-21,2024-07-08,8,2.6,Negative
5229,103,24,2022-10-21,2023-01-17,92,1.1,Negative
5230,302,4,2023-03-13,2023-08-13,34,3.8,Negative
5231,67,8,2024-07-11,2024-08-21,12,3.5,Negative
5232,115,2,2024-08-25,2024-11-09,83,3.5,Negative
5233,15,12,2023-07-15,2023-08-31,8,1.1,Positive
5234,153,19,2024-08-15,2025-01-24,30,2.4,Positive
5235,157,10,2024-08-09,2024-11-14,76,3.1,Negative
5236,433,23,2024-06-08,2024-10-23,50,4.1,Positive
5237,139,10,2023-07-14,2024-01-05,89,3.9,Neutral
5238,423,5,2023-02-20,2023-06-29,27,4.1,Positive
5239,255,7,2023-02-24,2023-04-28,100,2.2,Positive
5240,449,12,2023-10-30,2024-03-24,37,4.4,Positive
5241,32,15,2022-12-15,2023-01-24,73,2.6,Neutral
5242,388,22,2023-06-25,2023-12-10,23,3.4,Negative
5243,195,11,2024-03-19,2024-09-10,71,2.4,Neutral
5244,430,3,2023-11-23,2024-05-17,72,2.7,Positive
5245,73,16,2022-10-24,2023-03-13,15,1.8,Neutral
5246,131,16,2023-01-31,2023-05-24,6,4.2,Positive
5247,263,2,2024-01-09,2024-04-23,47,3.8,Positive
5248,87,5,2024-03-22,2024-04-28,14,2.0,Negative
5249,232,18,2022-12-21,2023-03-19,66,1.5,Negative
5250,104,2,2022-11-15,2023-05-07,59,3.2,Positive
5251,386,12,2024-04-18,2024-07-17,95,1.1,Negative
5252,356,3,2023-06-18,2023-10-18,89,1.5,Neutral
5253,232,14,2023-06-06,2023-08-14,82,1.0,Positive
5254,56,9,2023-02-15,2023-08-01,72,5.0,Positive
5255,376,19,2023-11-27,2024-04-09,82,2.1,Positive
5256,154,20,2024-02-26,2024-06-22,23,3.2,Neutral
5257,371,10,2023-07-30,2023-09-18,61,2.4,Neutral
5258,78,9,2023-07-12,2023-11-08,52,2.6,Neutral
5259,163,12,2023-06-20,2023-07-29,71,2.4,Neutral
5260,123,9,2024-05-28,2024-10-25,31,3.3,Neutral
5261,316,6,2024-06-08,2024-07-16,58,1.8,Negative
5262,23,1,2022-10-17,2023-01-30,81,2.9,Negative
5263,431,21,2023-01-10,2023-03-14,46,3.9,Positive
5264,145,14,2024-06-30,2024-08-29,62,1.2,Positive
5265,270,4,2022-11-10,2023-01-15,36,3.0,Negative
5266,104,24,2024-06-17,2024-10-23,54,3.7,Neutral
5267,59,16,2023-11-13,2024-04-03,30,1.8,Neutral
5268,163,3,2024-06-02,2024-08-14,2,4.3,Positive
5269,170,6,2024-02-01,2024-05-13,94,2.5,Negative
5270,255,24,2024-07-03,2024-12-10,99,2.7,Positive
5271,395,11,2023-07-12,2023-11-12,92,4.4,Positive
5272,23,24,2023-03-09,2023-04-17,51,2.2,Neutral
5273,314,13,2023-05-11,2023-07-19,23,4.1,Positive
5274,471,20,2024-03-03,2024-07-30,74,4.0,Positive
5275,480,18,2024-07-05,2024-09-05,92,4.6,Positive
5276,184,9,2023-09-20,2023-12-16,0,4.8,Positive
5277,412,7,2024-08-02,2024-11-03,25,2.3,Negative
5278,211,3,2024-08-21,2024-10-19,84,3.4,Neutral
5279,95,20,2024-10-09,2025-03-05,57,3.4,Neutral
5280,471,12,2023-12-14,2024-04-05,84,4.2,Positive
5281,409,5,2023-08-11,2023-10-24,73,3.4,Negative
5282,255,11,2023-10-17,2024-02-03,82,4.1,Positive
5283,35,6,2024-06-27,2024-10-06,45,4.0,Positive
5284,184,10,2024-07-31,2024-11-29,78,3.0,Positive
5285,483,4,2023-07-28,2023-12-13,34,1.2,Negative
5286,469,6,2024-09-26,2024-12-06,40,3.3,Negative
5287,95,8,2024-02-16,2024-07-30,49,3.9,Negative
5288,488,23,2024-08-08,2024-09-22,41,4.7,Positive
5289,123,7,2022-10-22,2022-11-28,76,3.8,Neutral
5290,22,18,2024-09-19,2024-11-11,51,4.3,Positive
5291,85,20,2024-07-12,2024-08-16,15,2.4,Negative
5292,444,5,2023-04-23,2023-10-05,86,3.6,Negative
5293,177,20,2023-10-09,2024-01-24,61,2.8,Negative
5294,425,18,2023-07-09,2023-12-23,60,2.5,Negative
5295,226,12,2023-04-23,2023-10-20,87,3.2,Negative
5296,425,23,2023-08-15,2023-09-20,79,3.2,Positive
5297,32,8,2024-08-18,2024-12-12,74,3.9,Positive
5298,370,15,2023-11-12,2023-12-20,58,3.7,Positive
5299,496,17,2024-08-31,2024-10-03,59,2.4,Positive
5300,492,14,2024-07-25,2024-11-21,89,4.1,Positive
5301,111,17,2023-06-18,2023-12-14,61,2.0,Neutral
5302,347,17,2023-03-25,2023-08-21,40,4.3,Positive
5303,483,22,2024-04-01,2024-05-05,80,1.4,Neutral
5304,171,5,2023-01-06,2023-05-05,71,3.8,Positive
5305,226,22,2022-10-28,2023-01-06,5,1.6,Negative
5306,66,24,2024-08-04,2024-10-29,17,2.6,Positive
5307,413,7,2024-01-15,2024-05-18,42,4.6,Positive
5308,104,13,2022-11-26,2023-01-05,54,3.6,Positive
5309,35,24,2024-08-13,2024-09-23,68,4.3,Positive
5310,96,4,2023-03-18,2023-06-20,28,4.3,Positive
5311,44,14,2022-11-03,2023-01-17,1,4.1,Positive
5312,21,9,2024-07-16,2024-08-30,19,3.7,Positive
5313,327,20,2023-07-17,2023-12-10,81,2.9,Positive
5314,111,6,2022-11-05,2023-04-20,7,4.1,Positive
5315,485,13,2024-04-01,2024-06-06,56,4.0,Positive
5316,131,20,2023-11-21,2024-03-06,55,2.4,Positive
5317,204,12,2024-08-07,2024-09-27,34,1.8,Positive
5318,163,9,2023-12-26,2024-04-09,46,1.9,Positive
5319,255,13,2023-03-23,2023-04-27,87,4.3,Positive
5320,103,24,2023-01-01,2023-06-05,18,1.1,Neutral
5321,133,19,2023-08-30,2024-01-11,99,4.3,Positive
5322,340,3,2022-12-26,2023-06-21,42,1.2,Negative
5323,28,15,2024-01-01,2024-06-26,24,2.6,Positive
5324,421,5,2024-05-05,2024-07-24,63,4.1,Positive
5325,455,11,2024-08-05,2024-10-19,21,3.3,Positive
5326,169,21,2022-11-15,2023-01-12,26,3.9,Neutral
5327,211,14,2023-06-06,2023-10-23,58,2.8,Positive
5328,213,6,2022-10-30,2023-02-20,55,1.7,Negative
5329,70,6,2023-07-20,2023-11-30,11,4.2,Positive
5330,378,14,2023-05-08,2023-07-20,40,3.7,Positive
5331,195,19,2023-11-08,2023-12-12,20,1.9,Neutral
5332,388,5,2023-10-23,2024-04-07,7,1.7,Negative
5333,267,21,2024-05-19,2024-09-16,84,1.1,Neutral
5334,210,22,2023-08-09,2023-10-14,61,2.1,Neutral
5335,173,13,2023-12-06,2024-03-03,8,2.7,Negative
5336,66,5,2024-02-27,2024-04-06,87,2.2,Neutral
5337,121,11,2023-04-24,2023-08-28,64,4.3,Positive
5338,395,8,2024-03-06,2024-06-06,3,4.9,Positive
5339,49,20,2023-01-23,2023-03-26,18,2.1,Neutral
5340,246,8,2023-06-14,2023-11-02,60,3.9,Negative
5341,269,20,2023-09-18,2023-10-28,55,1.6,Negative
5342,312,4,2023-04-27,2023-06-30,74,1.8,Negative
5343,102,16,2024-03-25,2024-07-12,28,1.9,Neutral
5344,343,11,2023-11-22,2024-03-25,72,1.4,Neutral
5345,96,8,2023-09-30,2024-02-01,26,2.2,Neutral
5346,355,16,2024-07-23,2024-12-15,46,3.5,Neutral
5347,287,8,2022-12-27,2023-06-08,56,2.7,Negative
5348,400,6,2024-04-19,2024-09-14,12,3.0,Negative
5349,459,18,2023-12-09,2024-02-13,58,4.2,Positive
5350,312,5,2023-08-14,2023-12-17,57,1.6,Negative
5351,309,19,2022-10-24,2022-11-25,38,2.4,Negative
5352,452,17,2022-12-17,2023-05-08,28,1.4,Positive
5353,177,21,2023-09-29,2023-11-05,15,1.6,Negative
5354,302,15,2023-12-26,2024-01-31,87,3.9,Positive
5355,168,19,2024-09-12,2025-01-09,67,3.7,Neutral
5356,452,3,2023-03-27,2023-07-01,47,1.6,Positive
5357,125,22,2023-04-19,2023-06-26,28,4.2,Positive
5358,120,10,2023-05-08,2023-07-28,65,4.5,Positive
5359,138,17,2023-03-05,2023-04-15,54,2.8,Negative
5360,493,11,2024-02-22,2024-06-16,59,4.8,Positive
5361,135,3,2023-10-11,2024-01-22,100,5.0,Positive
5362,96,22,2024-07-14,2024-11-30,1,1.6,Positive
5363,280,9,2024-09-20,2024-11-05,64,1.9,Negative
5364,123,3,2023-02-11,2023-03-24,68,3.3,Positive
5365,177,2,2023-09-08,2024-02-03,97,2.0,Neutral
5366,304,12,2024-01-20,2024-05-07,39,3.8,Negative
5367,117,3,2023-10-25,2024-03-20,27,2.1,Neutral
5368,455,18,2023-02-16,2023-04-09,17,2.3,Negative
5369,395,5,2023-06-09,2023-11-20,83,3.8,Negative
5370,407,7,2022-11-04,2023-02-24,84,3.8,Positive
5371,168,17,2023-05-04,2023-09-18,90,3.4,Positive
5372,469,15,2023-05-24,2023-07-26,48,3.9,Negative
5373,163,12,2023-12-29,2024-06-04,95,3.0,Neutral
5374,100,17,2024-07-18,2025-01-05,59,2.5,Negative
5375,394,1,2023-04-03,2023-08-29,16,2.3,Neutral
5376,103,23,2024-08-13,2025-01-03,65,3.1,Negative
5377,483,12,2022-11-21,2023-05-04,64,3.1,Negative
5378,287,9,2024-03-31,2024-05-05,83,1.8,Negative
5379,264,14,2022-12-11,2023-03-13,16,4.9,Positive
5380,123,3,2023-03-15,2023-07-10,21,3.4,Negative
5381,376,4,2023-06-26,2023-12-17,71,3.4,Negative
5382,21,13,2024-06-17,2024-09-22,57,2.9,Negative
5383,289,10,2022-10-10,2023-01-29,47,2.1,Negative
5384,387,23,2023-12-11,2024-04-01,52,2.7,Negative
5385,495,1,2023-04-07,2023-09-07,12,3.9,Positive
5386,153,12,2023-05-14,2023-07-06,31,3.2,Positive
5387,269,17,2023-03-18,2023-04-25,26,4.1,Positive
5388,336,13,2023-06-17,2023-10-06,40,4.1,Positive
5389,392,13,2023-06-19,2023-09-22,74,3.9,Positive
5390,38,6,2024-04-09,2024-08-08,73,4.3,Positive
5391,453,4,2023-09-06,2024-01-15,22,1.9,Positive
5392,281,12,2023-12-23,2024-02-29,88,4.2,Positive
5393,428,10,2023-04-04,2023-07-25,41,4.8,Positive
5394,461,13,2023-01-02,2023-05-13,6,4.8,Positive
5395,421,18,2024-05-28,2024-09-09,72,2.7,Positive
5396,104,11,2022-11-29,2023-05-18,54,2.7,Positive
5397,460,19,2024-06-12,2024-07-16,16,3.8,Positive
5398,302,21,2023-01-08,2023-05-22,12,2.8,Negative
5399,335,2,2023-12-16,2024-03-02,37,4.7,Positive
5400,243,8,2024-02-20,2024-05-01,18,2.3,Neutral
5401,412,8,2023-09-17,2024-01-23,14,2.0,Negative
5402,488,18,2024-07-05,2024-12-03,9,3.9,Negative
5403,125,22,2024-07-05,2024-11-19,7,2.7,Positive
5404,184,21,2024-08-26,2024-09-26,21,3.1,Neutral
5405,335,14,2023-04-03,2023-05-08,76,1.1,Negative
5406,318,19,2024-04-23,2024-07-21,31,2.3,Negative
5407,229,23,2023-03-14,2023-04-23,48,1.1,Negative
5408,10,3,2023-12-29,2024-03-31,7,1.7,Neutral
5409,202,11,2023-08-11,2023-11-28,9,4.2,Positive
5410,400,13,2024-09-20,2025-02-08,84,4.7,Positive
5411,440,4,2024-03-05,2024-05-07,65,1.2,Neutral
5412,378,16,2023-01-14,2023-03-16,14,1.3,Negative
5413,467,24,2024-04-18,2024-09-16,48,1.8,Neutral
5414,102,2,2024-08-10,2025-02-06,54,1.2,Positive
5415,32,8,2024-08-22,2024-09-28,68,1.7,Negative
5416,87,10,2024-09-03,2024-11-30,42,3.8,Negative
5417,95,16,2024-08-13,2025-01-24,78,2.6,Negative
5418,387,15,2023-06-12,2023-08-21,5,3.7,Positive
5419,322,21,2023-12-01,2024-04-18,74,1.6,Neutral
5420,321,22,2024-04-26,2024-06-30,43,3.1,Neutral
5421,118,9,2023-09-26,2024-01-02,10,4.8,Positive
5422,425,9,2024-08-17,2024-09-22,74,2.6,Positive
5423,373,22,2023-03-20,2023-04-29,100,2.0,Negative
5424,135,4,2023-11-09,2024-02-21,28,3.8,Negative
5425,223,3,2023-04-16,2023-06-06,65,2.9,Negative
5426,456,15,2023-02-02,2023-03-10,38,4.5,Positive
5427,331,8,2022-11-30,2023-05-27,28,3.3,Negative
5428,376,4,2024-07-19,2024-11-28,9,1.1,Negative
5429,438,19,2024-06-05,2024-10-07,62,4.1,Positive
5430,381,17,2023-10-30,2024-04-12,7,4.5,Positive
5431,268,8,2023-05-12,2023-10-29,82,3.0,Negative
5432,263,5,2024-09-04,2024-12-17,49,3.9,Positive
5433,244,4,2023-06-06,2023-07-22,1,4.2,Positive
5434,368,17,2023-11-29,2024-02-10,12,4.8,Positive
5435,285,14,2024-08-22,2024-09-27,19,3.4,Positive
5436,172,15,2023-09-03,2023-11-20,85,3.4,Negative
5437,34,11,2024-02-27,2024-06-08,35,3.0,Positive
5438,395,11,2024-03-12,2024-08-04,80,3.4,Negative
5439,452,19,2023-11-20,2024-03-14,84,4.6,Positive
5440,379,13,2024-02-19,2024-07-16,54,3.0,Neutral
5441,281,17,2024-08-29,2025-01-19,96,3.9,Negative
5442,103,8,2024-07-22,2024-09-09,19,1.3,Negative
5443,78,20,2024-02-22,2024-08-19,99,3.5,Positive
5444,382,23,2023-07-08,2023-12-02,86,1.7,Neutral
5445,211,21,2023-11-06,2024-01-15,65,2.0,Negative
5446,23,12,2022-12-09,2023-02-15,37,2.8,Negative
5447,41,12,2023-01-28,2023-05-03,31,2.8,Negative
5448,366,11,2023-01-22,2023-02-22,93,2.6,Negative
5449,285,19,2024-06-10,2024-07-14,59,1.8,Positive
5450,321,18,2023-06-18,2023-08-13,73,1.4,Neutral
5451,452,5,2022-12-03,2023-02-25,86,1.9,Negative
5452,363,17,2024-04-08,2024-09-28,27,1.1,Negative
5453,341,24,2023-01-29,2023-03-20,66,3.9,Negative
5454,326,7,2023-10-10,2024-01-16,41,3.5,Neutral
5455,400,20,2023-07-13,2023-09-24,100,3.8,Positive
5456,104,6,2023-12-11,2024-04-05,50,3.7,Negative
5457,355,12,2024-05-16,2024-06-25,22,1.8,Neutral
5458,252,16,2024-05-20,2024-09-12,69,2.8,Negative
5459,195,20,2022-12-19,2023-04-26,38,2.4,Neutral
5460,413,11,2023-11-11,2023-12-25,35,4.2,Positive
5461,426,3,2023-12-06,2024-02-20,59,5.0,Positive
5462,37,15,2023-02-23,2023-05-26,62,2.8,Negative
5463,121,18,2022-11-10,2022-12-20,64,1.1,Neutral
5464,480,11,2023-02-24,2023-04-22,38,2.7,Neutral
5465,70,23,2023-11-12,2024-04-17,84,4.2,Positive
5466,433,11,2023-05-30,2023-09-06,3,5.0,Positive
5467,373,20,2023-02-26,2023-07-23,58,1.8,Neutral
5468,38,24,2023-05-06,2023-07-20,36,2.0,Negative
5469,23,2,2023-01-09,2023-04-22,32,3.5,Positive
5470,4,14,2023-05-29,2023-08-25,95,4.2,Positive
5471,270,24,2024-09-17,2025-03-08,26,2.6,Positive
5472,233,19,2024-02-04,2024-07-03,4,3.0,Positive
5473,373,9,2023-09-02,2024-02-06,59,2.9,Negative
5474,385,7,2023-05-26,2023-07-18,14,4.3,Positive
5475,265,8,2024-03-04,2024-06-23,15,4.7,Positive
5476,322,13,2023-11-04,2024-01-29,2,3.7,Negative
5477,492,12,2024-01-23,2024-03-23,23,4.4,Positive
5478,320,6,2023-06-17,2023-11-20,68,2.6,Negative
5479,480,13,2023-01-13,2023-04-07,77,2.6,Positive
5480,488,15,2023-03-22,2023-08-08,65,1.9,Neutral
5481,211,23,2024-09-25,2025-03-06,7,3.7,Neutral
5482,303,18,2024-07-01,2024-10-11,62,1.0,Neutral
5483,187,17,2023-08-16,2023-11-05,73,3.9,Negative
5484,184,9,2022-10-19,2022-12-08,84,3.5,Positive
5485,461,14,2023-10-06,2023-11-05,36,2.1,Positive
5486,95,10,2023-08-13,2023-12-07,15,4.3,Positive
5487,99,15,2023-06-09,2023-08-24,31,2.6,Negative
5488,195,9,2024-03-07,2024-05-31,16,2.1,Negative
5489,21,4,2024-09-29,2025-03-24,29,2.6,Negative
5490,76,9,2024-07-03,2024-11-02,82,2.5,Positive
5491,27,12,2023-10-29,2024-02-07,65,3.7,Neutral
5492,374,18,2024-07-01,2024-09-10,95,1.5,Neutral
5493,22,11,2023-06-08,2023-11-25,89,3.4,Negative
5494,301,21,2022-11-17,2023-03-24,45,4.0,Positive
5495,126,2,2024-08-24,2025-02-16,12,2.0,Positive
5496,309,16,2023-07-21,2023-09-24,62,1.1,Negative
5497,334,10,2024-04-19,2024-05-29,71,1.6,Positive
5498,104,20,2024-06-07,2024-10-16,95,2.3,Negative
5499,415,14,2023-10-13,2024-02-24,32,3.7,Positive
5500,292,8,2024-06-14,2024-07-30,64,4.1,Positive
5501,22,8,2024-04-13,2024-10-03,59,2.8,Negative
5502,61,21,2024-05-09,2024-09-08,22,4.6,Positive
5503,354,18,2024-09-15,2024-12-14,85,2.3,Positive
5504,419,2,2024-08-29,2024-11-09,64,2.4,Positive
5505,396,17,2023-04-19,2023-05-26,75,2.4,Negative
5506,376,17,2023-04-06,2023-08-11,9,3.8,Positive
5507,420,8,2024-03-25,2024-08-20,72,3.8,Positive
5508,492,1,2024-06-15,2024-11-21,86,3.0,Negative
5509,384,8,2024-08-13,2024-09-26,38,1.8,Positive
5510,480,4,2023-04-16,2023-06-01,86,2.3,Neutral
5511,259,5,2022-11-26,2023-01-07,19,4.7,Positive
5512,421,16,2024-01-24,2024-04-13,58,1.1,Neutral
5513,480,10,2022-11-01,2023-01-02,30,1.5,Neutral
5514,91,9,2023-09-27,2024-01-02,63,1.0,Negative
5515,480,17,2023-11-11,2024-01-12,48,1.0,Positive
5516,400,21,2023-09-28,2024-01-22,84,4.0,Positive
5517,335,4,2024-09-13,2024-12-18,49,3.3,Positive
5518,102,11,2024-03-21,2024-05-20,13,3.4,Positive
5519,94,5,2024-03-26,2024-04-30,78,4.0,Positive
5520,195,3,2024-01-18,2024-05-10,6,2.5,Negative
5521,104,11,2024-05-16,2024-07-06,59,2.8,Positive
5522,265,12,2023-09-17,2023-10-18,28,1.9,Negative
5523,368,21,2024-03-05,2024-07-06,89,3.0,Negative
5524,153,19,2024-04-16,2024-10-10,27,2.8,Positive
5525,94,2,2024-02-12,2024-06-08,69,2.4,Negative
5526,471,16,2022-10-17,2023-01-04,81,4.0,Positive
5527,123,9,2022-11-22,2023-04-15,73,4.9,Positive
5528,495,18,2024-05-29,2024-09-07,62,2.4,Positive
5529,180,3,2022-11-03,2022-12-22,22,1.1,Neutral
5530,125,24,2022-12-24,2023-05-23,57,1.0,Neutral
5531,444,15,2023-07-15,2023-10-20,47,3.9,Positive
5532,302,4,2023-02-05,2023-05-26,13,4.1,Positive
5533,497,12,2022-12-14,2023-05-05,28,4.8,Positive
5534,35,13,2024-03-21,2024-08-09,69,4.9,Positive
5535,111,3,2023-03-02,2023-06-11,29,1.0,Positive
5536,425,4,2023-07-04,2023-12-30,10,3.4,Negative
5537,425,24,2024-09-30,2024-11-09,29,3.6,Negative
5538,246,8,2024-07-24,2024-12-05,20,3.2,Positive
5539,32,4,2024-08-07,2024-11-05,93,4.8,Positive
5540,383,18,2024-08-03,2024-12-09,2,2.9,Positive
5541,383,18,2024-02-03,2024-04-24,56,2.2,Neutral
5542,336,23,2024-07-19,2024-10-22,4,2.0,Positive
5543,443,11,2022-10-23,2022-12-07,72,1.3,Neutral
5544,165,4,2023-11-28,2024-05-06,37,2.2,Neutral
5545,144,2,2024-10-03,2024-12-18,68,2.5,Negative
5546,144,15,2023-10-12,2024-02-14,63,2.3,Positive
5547,100,11,2022-11-12,2023-02-18,93,2.1,Negative
5548,469,9,2023-08-15,2023-10-07,93,1.0,Negative
5549,154,22,2024-02-01,2024-04-20,47,1.0,Neutral
5550,467,10,2022-11-12,2023-01-03,72,2.3,Neutral
5551,157,13,2023-08-11,2023-12-26,45,3.8,Neutral
5552,38,5,2022-12-02,2023-04-18,22,2.5,Negative
5553,354,21,2023-09-08,2024-01-01,67,3.8,Negative
5554,173,22,2023-04-20,2023-09-18,2,3.3,Neutral
5555,102,7,2023-07-16,2023-09-25,81,1.9,Positive
5556,164,21,2024-03-06,2024-05-15,0,4.6,Positive
5557,238,6,2024-06-10,2024-11-12,4,4.3,Positive
5558,229,14,2024-03-05,2024-07-08,1,1.9,Positive
5559,37,17,2023-08-02,2023-11-07,98,3.6,Negative
5560,34,13,2024-07-11,2024-11-04,45,3.4,Positive
5561,32,7,2023-01-03,2023-03-14,3,4.6,Positive
5562,415,8,2023-12-12,2024-02-21,42,3.1,Negative
5563,149,4,2024-03-11,2024-08-09,79,2.6,Negative
5564,125,17,2023-08-26,2024-02-19,87,2.0,Positive
5565,67,21,2023-06-30,2023-08-29,9,4.4,Positive
5566,37,17,2023-07-16,2023-10-09,40,1.2,Negative
5567,180,5,2023-02-25,2023-04-12,40,3.1,Positive
5568,252,16,2023-04-05,2023-07-01,1,1.5,Neutral
5569,371,12,2023-09-26,2023-11-01,79,3.3,Negative
5570,249,13,2023-05-22,2023-08-18,47,3.4,Positive
5571,38,22,2023-10-24,2024-03-25,36,3.2,Negative
5572,146,7,2024-06-06,2024-10-19,37,2.2,Neutral
5573,438,17,2024-04-05,2024-07-29,55,1.3,Negative
5574,171,21,2023-06-24,2023-10-10,81,3.1,Positive
5575,117,22,2023-07-17,2023-11-10,22,2.6,Negative
5576,100,10,2024-06-24,2024-10-03,19,2.0,Positive
5577,167,20,2023-05-11,2023-07-24,24,4.1,Positive
5578,189,11,2023-12-05,2024-01-10,22,4.6,Positive
5579,32,1,2024-06-09,2024-08-09,64,4.6,Positive
5580,77,20,2023-04-17,2023-08-16,34,3.2,Neutral
5581,54,9,2023-10-17,2023-12-29,87,4.3,Positive
5582,320,14,2024-01-23,2024-03-02,59,2.7,Negative
5583,433,20,2023-01-22,2023-05-16,14,4.5,Positive
5584,250,17,2024-07-30,2024-11-22,49,2.1,Negative
5585,268,6,2024-02-26,2024-08-22,2,4.0,Positive
5586,288,1,2023-09-16,2023-10-18,41,4.3,Positive
5587,284,6,2023-06-26,2023-12-02,83,4.9,Positive
5588,421,16,2023-06-01,2023-08-08,42,2.4,Neutral
5589,315,14,2023-06-19,2023-08-07,33,4.1,Positive
5590,413,1,2023-10-16,2023-12-29,76,1.4,Neutral
5591,433,1,2024-08-29,2025-01-26,43,2.8,Positive
5592,7,11,2024-03-31,2024-09-05,51,4.0,Positive
5593,368,4,2024-08-14,2025-01-03,6,1.9,Neutral
5594,157,22,2023-05-14,2023-08-26,16,2.7,Positive
5595,117,4,2023-11-02,2024-01-04,21,2.9,Neutral
5596,373,6,2023-06-11,2023-10-29,69,2.4,Negative
