enrollment_id,employee_id,course_id,enrolled_date,completed_date,progress,ratings,feedback
4245,178,9,2024-09-01,2025-01-04,97,4.3,Very informative and well structured.
4246,421,16,2023-01-25,2023-03-15,67,1.0,I would not recommend this course.
4247,56,19,2023-10-03,2023-12-02,3,3.9,The course met my expectations.
4248,443,1,2023-06-09,2023-08-31,93,3.0,"Not much to say, it was a standard course."
4249,398,9,2023-07-14,2023-09-30,64,4.2,I really enjoyed this course.
4250,165,14,2024-04-20,2024-10-14,7,3.2,It was a decent experience overall.
4251,180,18,2023-06-27,2023-09-30,9,1.8,"Poorly organized, I expected better."
4252,248,9,2023-09-26,2024-01-17,42,4.4,The materials provided were very helpful.
4253,369,7,2022-10-15,2023-01-01,74,4.1,"Excellent course, highly recommend!"
4254,347,8,2024-05-02,2024-10-18,19,1.3,I didn't learn anything new from this course.
4255,86,12,2024-04-09,2024-06-03,16,4.2,"The instructor was great, learned a lot!"
4256,158,18,2023-03-31,2023-06-05,32,2.0,"Poorly organized, I expected better."
4257,189,14,2023-11-06,2024-04-11,6,4.4,Very informative and well structured.
4258,382,14,2023-10-16,2024-03-23,45,1.7,The content was outdated and irrelevant.
4259,226,1,2023-06-14,2023-08-27,71,1.9,The content was outdated and irrelevant.
4260,94,6,2024-07-13,2024-11-19,97,1.2,I would not recommend this course.
4261,355,17,2023-11-16,2024-04-29,69,4.4,Very informative and well structured.
4262,78,5,2022-12-12,2023-02-15,25,4.0,I really enjoyed this course.
4263,447,15,2023-05-25,2023-11-09,92,4.0,The materials provided were very helpful.
4264,255,22,2024-07-24,2024-12-15,47,2.9,Average course with some useful content.
4265,427,14,2023-01-14,2023-06-02,71,2.5,"The course was okay, not too bad."
4266,400,17,2023-05-11,2023-09-19,0,1.5,"Not worth the time, very disappointing."
4267,167,17,2023-08-25,2024-01-14,43,2.6,"The course was okay, not too bad."
4268,27,17,2024-07-10,2024-09-16,94,3.0,Average course with some useful content.
4269,420,2,2023-01-10,2023-07-05,88,4.2,"The instructor was great, learned a lot!"
4270,40,8,2022-11-07,2023-04-16,92,3.9,Average course with some useful content.
4271,29,3,2023-04-19,2023-05-26,68,4.9,"The instructor was great, learned a lot!"
4272,287,8,2023-02-22,2023-06-06,52,4.9,"The instructor was great, learned a lot!"
4273,59,23,2024-07-27,2024-10-26,98,1.1,"Not worth the time, very disappointing."
4274,304,15,2024-06-15,2024-07-19,97,1.0,I would not recommend this course.
4275,191,14,2023-04-20,2023-09-10,34,2.8,It was a decent experience overall.
4276,381,20,2023-11-20,2024-04-22,58,2.3,"Poorly organized, I expected better."
4277,405,19,2024-09-04,2024-11-04,58,2.1,The content was outdated and irrelevant.
4278,400,15,2022-10-25,2022-12-07,44,2.7,The course met my expectations.
4279,177,23,2024-09-27,2025-03-19,77,3.2,The course met my expectations.
4280,122,20,2023-09-17,2024-03-04,93,4.4,"The instructor was great, learned a lot!"
4281,312,16,2023-11-21,2023-12-26,72,4.5,I really enjoyed this course.
4282,211,4,2023-08-01,2023-12-17,18,2.0,I would not recommend this course.
4283,332,9,2024-05-06,2024-10-17,9,1.6,I would not recommend this course.
4284,267,13,2023-08-29,2023-10-26,74,4.5,The materials provided were very helpful.
4285,312,1,2023-06-21,2023-09-24,79,3.8,It was a decent experience overall.
4286,142,4,2024-02-20,2024-05-28,15,2.7,Average course with some useful content.
4287,327,22,2023-07-10,2023-10-16,33,3.4,It was a decent experience overall.
4288,280,19,2024-04-30,2024-09-14,40,4.4,The materials provided were very helpful.
4289,145,17,2023-04-03,2023-09-30,54,3.8,"Not much to say, it was a standard course."
4290,104,6,2024-02-21,2024-06-10,10,3.4,It was a decent experience overall.
4291,492,21,2023-09-30,2024-03-19,50,4.3,I really enjoyed this course.
4292,479,1,2023-03-17,2023-08-28,15,4.0,Very informative and well structured.
4293,342,2,2024-03-28,2024-05-25,73,1.2,I didn't learn anything new from this course.
4294,163,24,2023-10-20,2024-01-02,90,5.0,The materials provided were very helpful.
4295,322,14,2023-09-23,2024-02-03,75,2.3,I didn't learn anything new from this course.
4296,352,9,2022-11-16,2023-04-05,91,4.2,"Excellent course, highly recommend!"
4297,305,9,2023-06-16,2023-09-01,82,4.9,"The instructor was great, learned a lot!"
4298,311,20,2023-04-01,2023-07-22,3,5.0,I really enjoyed this course.
4299,311,11,2024-08-10,2024-12-26,34,3.5,It was a decent experience overall.
4300,387,20,2024-08-23,2024-09-27,18,1.5,I didn't learn anything new from this course.
4301,363,7,2022-11-08,2023-01-12,74,2.0,"Poorly organized, I expected better."
4302,448,13,2022-12-01,2023-04-01,18,1.7,The content was outdated and irrelevant.
4303,7,18,2024-02-22,2024-05-13,23,4.2,Very informative and well structured.
4304,410,4,2023-10-29,2023-12-07,86,4.2,The materials provided were very helpful.
4305,104,20,2023-09-09,2023-12-03,42,4.2,"The instructor was great, learned a lot!"
4306,59,14,2024-02-01,2024-03-11,79,4.1,"The instructor was great, learned a lot!"
4307,181,1,2024-03-27,2024-08-02,93,4.4,"Excellent course, highly recommend!"
4308,385,16,2023-03-20,2023-05-23,16,4.9,"Excellent course, highly recommend!"
4309,376,20,2024-05-21,2024-09-09,1,4.8,I really enjoyed this course.
4310,497,15,2023-08-27,2024-02-09,70,3.6,"Not much to say, it was a standard course."
4311,497,2,2023-08-18,2023-10-29,21,3.3,It was a decent experience overall.
4312,304,12,2024-01-11,2024-05-22,76,3.9,Average course with some useful content.
4313,471,7,2024-06-18,2024-12-15,28,2.0,I didn't learn anything new from this course.
4314,86,5,2024-05-03,2024-06-06,78,3.1,"Not much to say, it was a standard course."
4315,386,2,2024-02-11,2024-05-07,77,2.6,Average course with some useful content.
4316,248,9,2024-08-18,2025-01-02,58,3.7,The course met my expectations.
4317,32,22,2024-04-15,2024-07-02,79,2.0,"Not worth the time, very disappointing."
4318,229,3,2024-09-21,2024-11-01,30,1.9,I would not recommend this course.
4319,147,16,2023-09-30,2024-01-16,86,1.1,The content was outdated and irrelevant.
4320,63,15,2024-05-06,2024-08-06,46,3.1,It was a decent experience overall.
4321,86,4,2023-12-13,2024-05-13,55,2.3,The content was outdated and irrelevant.
4322,369,14,2023-04-22,2023-10-18,33,3.8,"The course was okay, not too bad."
4323,425,21,2024-10-07,2025-03-31,32,1.1,"Poorly organized, I expected better."
4324,143,7,2022-11-14,2023-01-12,100,2.1,"Not worth the time, very disappointing."
4325,297,10,2022-12-28,2023-06-17,14,1.8,The content was outdated and irrelevant.
4326,117,22,2023-11-01,2024-02-19,50,3.1,It was a decent experience overall.
4327,257,16,2023-03-18,2023-06-19,16,3.3,The course met my expectations.
4328,104,6,2023-10-28,2024-03-10,82,3.4,The course met my expectations.
4329,369,13,2023-11-28,2024-03-24,79,4.6,"Excellent course, highly recommend!"
4330,415,2,2024-04-13,2024-09-05,79,1.3,"Poorly organized, I expected better."
4331,288,7,2024-02-02,2024-05-24,84,3.3,"The course was okay, not too bad."
4332,250,5,2023-11-03,2024-03-19,58,3.2,The course met my expectations.
4333,252,3,2023-07-15,2023-11-15,32,1.4,The content was outdated and irrelevant.
4334,133,20,2024-01-14,2024-05-20,3,3.8,It was a decent experience overall.
4335,483,21,2023-10-23,2024-04-20,14,2.2,I would not recommend this course.
4336,334,12,2023-07-08,2023-12-30,58,4.8,The materials provided were very helpful.
4337,452,10,2024-09-01,2024-10-12,60,3.9,It was a decent experience overall.
4338,100,15,2023-10-23,2023-11-25,3,1.8,The content was outdated and irrelevant.
4339,146,20,2023-04-26,2023-09-16,19,2.9,It was a decent experience overall.
4340,154,3,2023-02-13,2023-06-22,16,2.1,I would not recommend this course.
4341,123,16,2024-01-23,2024-05-22,54,3.8,It was a decent experience overall.
4342,204,7,2024-09-24,2024-12-08,4,1.6,I didn't learn anything new from this course.
4343,437,20,2023-04-01,2023-07-26,68,1.5,"Poorly organized, I expected better."
4344,267,24,2023-11-10,2023-12-27,28,1.4,I didn't learn anything new from this course.
4345,259,19,2023-05-10,2023-10-01,99,3.8,Average course with some useful content.
4346,147,9,2024-06-02,2024-07-10,65,1.4,"Poorly organized, I expected better."
4347,27,3,2023-11-26,2024-02-02,67,1.4,I didn't learn anything new from this course.
4348,239,24,2023-04-28,2023-07-17,58,3.0,Average course with some useful content.
4349,292,17,2024-08-19,2025-01-20,70,3.4,It was a decent experience overall.
4350,386,2,2023-02-27,2023-05-13,20,3.1,"The course was okay, not too bad."
4351,376,19,2023-11-20,2024-05-08,10,2.3,I didn't learn anything new from this course.
4352,168,15,2022-11-16,2023-04-29,91,2.6,"Not much to say, it was a standard course."
4353,334,23,2024-04-28,2024-10-08,3,2.9,The course met my expectations.
4354,226,6,2023-06-10,2023-09-05,47,1.3,"Poorly organized, I expected better."
4355,320,5,2024-07-15,2024-11-18,67,3.9,"Not much to say, it was a standard course."
4356,388,16,2022-11-06,2022-12-09,53,3.6,It was a decent experience overall.
4357,478,1,2023-12-02,2024-01-01,4,4.7,Very informative and well structured.
4358,133,14,2024-07-11,2024-11-16,0,2.7,"The course was okay, not too bad."
4359,104,15,2023-12-31,2024-06-22,56,2.5,"Not much to say, it was a standard course."
4360,35,7,2024-03-28,2024-07-24,18,5.0,"Excellent course, highly recommend!"
4361,8,11,2024-08-28,2024-11-17,31,3.8,"Not much to say, it was a standard course."
4362,182,19,2024-08-21,2025-01-13,71,1.2,"Not worth the time, very disappointing."
4363,47,4,2023-03-10,2023-08-06,45,3.5,"The course was okay, not too bad."
4364,99,5,2024-06-24,2024-08-15,70,2.0,The content was outdated and irrelevant.
4365,102,13,2022-10-24,2023-04-03,56,4.1,"Excellent course, highly recommend!"
4366,180,10,2022-10-19,2022-11-20,28,4.7,Very informative and well structured.
4367,133,5,2023-06-06,2023-09-08,44,1.2,"Poorly organized, I expected better."
4368,469,12,2024-01-23,2024-06-27,27,1.5,I didn't learn anything new from this course.
4369,223,15,2024-07-16,2024-11-08,55,3.8,The course met my expectations.
4370,469,23,2023-08-25,2023-12-17,75,2.4,"Not worth the time, very disappointing."
4371,255,15,2024-06-26,2024-08-03,90,1.7,I didn't learn anything new from this course.
4372,320,19,2024-09-26,2024-11-20,88,2.8,"Not much to say, it was a standard course."
4373,287,2,2023-12-23,2024-06-06,48,2.4,The content was outdated and irrelevant.
4374,189,14,2024-10-07,2025-01-20,19,2.7,The course met my expectations.
4375,74,22,2024-04-12,2024-10-06,15,2.1,"Not worth the time, very disappointing."
4376,210,18,2023-01-16,2023-04-06,9,5.0,The materials provided were very helpful.
4377,164,15,2024-06-05,2024-11-12,95,3.5,It was a decent experience overall.
4378,340,5,2023-04-07,2023-10-01,34,3.5,It was a decent experience overall.
4379,232,13,2023-09-18,2023-10-27,60,4.4,Very informative and well structured.
4380,243,15,2024-09-30,2024-12-06,56,3.9,It was a decent experience overall.
4381,368,22,2022-11-04,2023-04-08,60,2.4,"Not worth the time, very disappointing."
4382,226,20,2023-11-08,2023-12-25,75,4.2,Very informative and well structured.
4383,421,23,2024-01-31,2024-03-16,36,4.9,Very informative and well structured.
4384,103,19,2023-01-15,2023-03-14,67,4.4,"The instructor was great, learned a lot!"
4385,400,12,2023-07-22,2023-12-24,78,2.4,"Poorly organized, I expected better."
4386,432,19,2024-06-08,2024-09-21,11,4.1,The materials provided were very helpful.
4387,227,11,2024-04-15,2024-09-05,34,2.3,"Not worth the time, very disappointing."
4388,398,19,2023-04-04,2023-07-14,87,3.0,"The course was okay, not too bad."
4389,411,13,2024-08-28,2025-02-16,48,1.6,"Poorly organized, I expected better."
4390,334,17,2024-06-13,2024-11-25,97,4.9,"The instructor was great, learned a lot!"
4391,28,15,2023-04-18,2023-09-05,46,3.8,Average course with some useful content.
4392,122,9,2023-09-12,2023-10-12,90,3.9,The course met my expectations.
4393,334,14,2022-12-21,2023-01-21,85,1.3,I would not recommend this course.
4394,361,15,2023-02-27,2023-08-05,87,1.2,"Poorly organized, I expected better."
4395,234,15,2023-12-12,2024-04-28,8,4.0,The materials provided were very helpful.
4396,303,4,2024-09-26,2025-01-06,92,1.4,I would not recommend this course.
4397,76,7,2023-01-20,2023-06-20,95,4.8,"Excellent course, highly recommend!"
4398,395,5,2024-05-05,2024-10-13,66,3.9,"The course was okay, not too bad."
4399,438,5,2024-08-06,2024-11-30,87,2.1,"Not worth the time, very disappointing."
4400,455,12,2023-10-22,2024-03-12,16,1.8,The content was outdated and irrelevant.
4401,334,12,2022-12-18,2023-04-30,98,4.1,I really enjoyed this course.
4402,121,2,2023-08-16,2024-01-13,4,3.3,"The course was okay, not too bad."
4403,314,18,2023-05-21,2023-10-08,69,4.4,The materials provided were very helpful.
4404,305,2,2022-11-14,2023-05-12,91,2.0,"Poorly organized, I expected better."
4405,400,8,2022-12-25,2023-05-14,89,2.5,"The course was okay, not too bad."
4406,252,24,2023-09-10,2023-12-17,52,1.4,"Poorly organized, I expected better."
4407,468,10,2024-04-27,2024-06-28,52,4.7,I really enjoyed this course.
4408,95,8,2023-06-24,2023-11-26,75,1.1,"Poorly organized, I expected better."
4409,149,10,2023-04-23,2023-08-06,67,4.0,"Excellent course, highly recommend!"
4410,120,11,2022-11-07,2023-03-17,11,1.4,"Not worth the time, very disappointing."
4411,243,18,2023-04-30,2023-09-02,17,3.5,"The course was okay, not too bad."
4412,285,12,2024-07-01,2024-08-29,64,2.4,I didn't learn anything new from this course.
4413,131,19,2023-06-11,2023-10-07,40,4.3,I really enjoyed this course.
4414,241,12,2023-02-12,2023-04-02,33,3.3,"The course was okay, not too bad."
4415,312,7,2022-10-15,2023-03-04,29,4.1,The materials provided were very helpful.
4416,311,18,2022-12-12,2023-04-21,72,2.2,"Not worth the time, very disappointing."
4417,386,20,2023-09-02,2023-11-10,4,3.5,"Not much to say, it was a standard course."
4418,396,15,2024-04-12,2024-05-26,3,4.0,Very informative and well structured.
4419,374,13,2024-04-18,2024-05-29,45,4.5,"Excellent course, highly recommend!"
4420,195,2,2023-08-09,2023-11-14,68,2.4,I would not recommend this course.
4421,301,18,2023-03-07,2023-07-23,97,3.9,"The course was okay, not too bad."
4422,99,24,2022-11-30,2023-03-31,11,1.9,"Not worth the time, very disappointing."
4423,333,23,2024-05-03,2024-06-29,98,2.9,"Not much to say, it was a standard course."
4424,210,15,2022-12-28,2023-03-22,32,2.9,It was a decent experience overall.
4425,47,18,2024-01-27,2024-03-08,96,3.4,"The course was okay, not too bad."
4426,455,8,2023-07-18,2023-09-27,68,2.9,"The course was okay, not too bad."
4427,250,8,2023-09-22,2024-03-10,38,4.8,"Excellent course, highly recommend!"
4428,301,5,2023-11-27,2024-04-25,56,1.6,I didn't learn anything new from this course.
4429,122,14,2023-01-07,2023-03-29,84,2.8,"The course was okay, not too bad."
4430,413,9,2024-06-27,2024-12-14,84,4.9,The materials provided were very helpful.
4431,315,5,2023-07-01,2023-08-01,63,2.2,I would not recommend this course.
4432,336,11,2023-09-14,2024-01-02,50,3.0,The course met my expectations.
4433,164,13,2023-11-27,2024-03-22,27,1.5,"Not worth the time, very disappointing."
4434,386,13,2024-08-12,2024-10-30,55,3.6,Average course with some useful content.
4435,392,12,2023-05-13,2023-07-09,58,5.0,"The instructor was great, learned a lot!"
4436,316,6,2024-10-08,2025-01-08,27,2.8,"The course was okay, not too bad."
4437,425,18,2024-02-18,2024-05-21,83,1.6,"Not worth the time, very disappointing."
4438,188,5,2024-07-10,2024-09-28,34,1.0,The content was outdated and irrelevant.
4439,15,7,2023-11-28,2024-03-14,16,4.0,The materials provided were very helpful.
4440,273,4,2023-09-18,2024-03-10,41,4.1,"Excellent course, highly recommend!"
4441,211,6,2024-03-28,2024-05-04,36,2.3,I would not recommend this course.
4442,96,24,2023-10-14,2023-12-10,12,4.4,The materials provided were very helpful.
4443,294,22,2023-04-09,2023-06-04,86,1.2,"Not worth the time, very disappointing."
4444,311,4,2023-06-16,2023-11-11,97,3.9,Average course with some useful content.
4445,131,5,2024-04-25,2024-08-08,39,5.0,"Excellent course, highly recommend!"
4446,87,4,2024-05-09,2024-11-03,39,4.9,Very informative and well structured.
4447,104,20,2023-11-05,2024-03-05,2,3.5,"The course was okay, not too bad."
4448,127,12,2023-09-02,2023-11-12,82,2.1,I would not recommend this course.
4449,485,4,2023-03-16,2023-06-24,93,2.9,"The course was okay, not too bad."
4450,259,6,2024-01-26,2024-07-12,35,3.6,It was a decent experience overall.
4451,315,22,2023-05-09,2023-06-26,100,4.9,"The instructor was great, learned a lot!"
4452,497,23,2023-12-28,2024-04-27,58,1.8,"Not worth the time, very disappointing."
4453,147,17,2023-03-29,2023-06-01,68,2.1,The content was outdated and irrelevant.
4454,418,7,2024-09-01,2024-10-24,32,3.3,It was a decent experience overall.
4455,151,5,2024-01-11,2024-05-02,58,2.3,The content was outdated and irrelevant.
4456,271,14,2022-10-13,2023-01-05,42,3.5,The course met my expectations.
4457,184,1,2024-01-22,2024-06-08,48,3.1,Average course with some useful content.
4458,393,2,2023-01-02,2023-05-02,83,3.4,The course met my expectations.
4459,171,17,2022-11-09,2023-03-04,12,1.5,I didn't learn anything new from this course.
4460,171,1,2023-07-18,2023-10-05,18,1.4,The content was outdated and irrelevant.
4461,248,24,2024-05-12,2024-08-20,11,3.6,Average course with some useful content.
4462,32,18,2024-04-07,2024-08-24,7,1.4,The content was outdated and irrelevant.
4463,14,22,2023-01-08,2023-03-15,52,1.7,"Not worth the time, very disappointing."
4464,263,23,2024-06-13,2024-11-17,84,2.6,The course met my expectations.
4465,354,23,2024-07-05,2024-11-28,64,2.9,"The course was okay, not too bad."
4466,270,10,2023-09-06,2023-12-10,14,2.0,"Poorly organized, I expected better."
4467,121,23,2022-11-05,2023-02-26,50,2.7,"Not much to say, it was a standard course."
4468,195,1,2023-09-15,2024-01-08,27,2.9,"Not much to say, it was a standard course."
4469,363,22,2023-02-23,2023-06-08,93,4.2,I really enjoyed this course.
4470,8,1,2023-10-29,2024-02-09,2,2.5,Average course with some useful content.
4471,76,16,2023-10-21,2024-01-17,27,1.2,I didn't learn anything new from this course.
4472,443,16,2024-01-08,2024-03-29,14,4.0,"Excellent course, highly recommend!"
4473,386,14,2023-03-20,2023-08-21,52,1.6,"Not worth the time, very disappointing."
4474,452,3,2024-09-20,2025-02-02,72,2.5,"Not much to say, it was a standard course."
4475,227,7,2023-09-06,2023-11-26,94,2.2,I would not recommend this course.
4476,301,11,2024-01-21,2024-06-02,57,4.0,The materials provided were very helpful.
4477,228,12,2024-01-10,2024-06-13,2,1.9,The content was outdated and irrelevant.
4478,131,24,2022-10-16,2022-12-20,9,2.9,The course met my expectations.
4479,265,21,2023-03-04,2023-07-22,74,3.3,"Not much to say, it was a standard course."
4480,272,6,2023-08-15,2023-11-21,89,3.8,"Not much to say, it was a standard course."
4481,268,2,2023-07-31,2023-09-25,28,3.6,Average course with some useful content.
4482,111,10,2023-06-05,2023-08-07,59,4.0,"The instructor was great, learned a lot!"
4483,54,6,2024-09-05,2025-01-07,61,2.3,The content was outdated and irrelevant.
4484,99,4,2024-01-23,2024-05-12,6,4.1,The materials provided were very helpful.
4485,444,11,2024-08-25,2025-01-24,37,3.5,Average course with some useful content.
4486,331,21,2024-06-05,2024-10-06,50,4.9,I really enjoyed this course.
4487,440,13,2023-02-11,2023-05-07,82,3.8,"The course was okay, not too bad."
4488,271,18,2024-01-01,2024-02-19,86,1.0,"Not worth the time, very disappointing."
4489,189,10,2024-04-23,2024-10-09,43,4.5,Very informative and well structured.
4490,415,6,2023-06-04,2023-10-27,46,1.4,I didn't learn anything new from this course.
4491,177,22,2024-04-16,2024-09-27,92,2.8,It was a decent experience overall.
4492,208,20,2023-02-12,2023-06-26,36,3.6,Average course with some useful content.
4493,297,12,2024-01-31,2024-04-23,69,3.4,Average course with some useful content.
4494,226,13,2024-08-31,2024-11-28,32,1.6,"Not worth the time, very disappointing."
4495,54,13,2023-05-11,2023-07-03,91,1.8,I would not recommend this course.
4496,440,21,2023-01-02,2023-05-25,70,1.9,The content was outdated and irrelevant.
4497,7,11,2024-01-13,2024-04-25,95,4.7,"The instructor was great, learned a lot!"
4498,176,2,2024-06-13,2024-09-06,13,3.0,Average course with some useful content.
4499,438,11,2024-07-07,2024-12-04,44,4.6,I really enjoyed this course.
4500,333,10,2024-09-10,2024-11-24,94,4.2,Very informative and well structured.
4501,443,12,2023-08-19,2024-01-04,43,4.8,"Excellent course, highly recommend!"
4502,208,9,2024-03-31,2024-07-26,47,1.4,The content was outdated and irrelevant.
4503,41,14,2024-10-04,2025-03-06,98,3.4,"The course was okay, not too bad."
4504,195,22,2023-06-26,2023-10-13,10,3.5,Average course with some useful content.
4505,177,14,2023-07-06,2023-11-03,83,2.7,"The course was okay, not too bad."
4506,120,15,2023-12-29,2024-03-08,42,4.0,"Excellent course, highly recommend!"
4507,133,9,2024-01-14,2024-03-19,79,3.8,"The course was okay, not too bad."
4508,123,6,2024-03-11,2024-08-23,72,2.5,Average course with some useful content.
4509,452,21,2023-08-04,2023-12-06,61,1.6,The content was outdated and irrelevant.
4510,157,20,2023-08-12,2024-01-18,81,1.1,"Poorly organized, I expected better."
4511,492,14,2024-04-11,2024-05-31,69,4.4,I really enjoyed this course.
4512,250,15,2023-07-03,2023-11-02,40,1.4,I would not recommend this course.
4513,425,6,2024-08-23,2025-02-16,9,3.7,Average course with some useful content.
4514,98,15,2023-04-30,2023-09-08,51,4.0,Very informative and well structured.
4515,54,4,2024-05-11,2024-07-15,98,2.8,Average course with some useful content.
4516,95,22,2023-09-22,2023-11-22,46,2.7,"Not much to say, it was a standard course."
4517,285,16,2023-02-25,2023-04-13,6,4.0,"The instructor was great, learned a lot!"
4518,44,2,2023-03-29,2023-08-15,9,1.6,"Not worth the time, very disappointing."
4519,304,24,2024-08-05,2024-11-24,4,3.0,It was a decent experience overall.
4520,497,24,2022-12-22,2023-04-28,21,3.2,"Not much to say, it was a standard course."
4521,379,23,2023-04-07,2023-05-09,33,2.4,The content was outdated and irrelevant.
4522,87,4,2024-06-27,2024-12-14,41,2.3,"Not worth the time, very disappointing."
4523,332,6,2024-04-26,2024-06-12,99,3.2,The course met my expectations.
4524,67,16,2023-12-12,2024-04-09,45,3.2,It was a decent experience overall.
4525,467,9,2023-04-22,2023-08-02,72,2.6,"The course was okay, not too bad."
4526,211,5,2023-09-27,2024-03-04,18,4.1,I really enjoyed this course.
4527,292,23,2024-03-18,2024-07-02,79,4.2,I really enjoyed this course.
4528,111,15,2023-04-30,2023-06-06,58,1.6,"Not worth the time, very disappointing."
4529,1,11,2024-02-28,2024-04-17,36,2.6,Average course with some useful content.
4530,176,6,2023-03-01,2023-06-06,2,3.7,"Not much to say, it was a standard course."
4531,354,2,2023-08-12,2023-12-17,48,1.5,The content was outdated and irrelevant.
4532,125,19,2024-01-28,2024-06-15,50,1.7,"Poorly organized, I expected better."
4533,312,7,2023-11-28,2024-05-10,94,4.2,"The instructor was great, learned a lot!"
4534,99,6,2024-09-19,2024-10-27,27,2.0,The content was outdated and irrelevant.
4535,229,7,2023-08-23,2024-01-20,23,1.7,"Not worth the time, very disappointing."
4536,297,24,2024-09-27,2025-01-26,35,2.6,Average course with some useful content.
4537,255,13,2023-10-31,2024-02-20,18,4.0,"The instructor was great, learned a lot!"
4538,100,18,2022-12-23,2023-05-24,57,1.7,"Not worth the time, very disappointing."
4539,435,5,2022-10-18,2023-02-10,92,3.1,It was a decent experience overall.
4540,411,7,2023-06-06,2023-11-20,27,3.5,It was a decent experience overall.
4541,371,11,2024-04-17,2024-08-30,47,2.4,The content was outdated and irrelevant.
4542,394,21,2023-01-05,2023-04-11,15,4.8,The materials provided were very helpful.
4543,293,3,2024-01-23,2024-03-04,57,2.5,Average course with some useful content.
4544,433,2,2023-11-07,2024-02-27,50,1.7,I didn't learn anything new from this course.
4545,144,12,2023-12-10,2024-06-06,54,2.1,"Not worth the time, very disappointing."
4546,217,15,2023-07-21,2023-09-14,64,2.0,I would not recommend this course.
4547,96,8,2023-10-25,2024-01-31,36,3.1,"The course was okay, not too bad."
4548,68,20,2023-01-31,2023-07-04,11,3.1,"The course was okay, not too bad."
4549,257,17,2023-06-05,2023-11-28,29,2.3,I would not recommend this course.
4550,40,13,2024-04-05,2024-07-30,80,2.4,"Poorly organized, I expected better."
4551,496,12,2024-04-30,2024-06-22,10,4.3,"Excellent course, highly recommend!"
4552,421,3,2022-11-29,2023-01-21,26,3.6,It was a decent experience overall.
4553,379,7,2023-06-12,2023-11-07,36,4.3,"The instructor was great, learned a lot!"
4554,98,8,2024-07-21,2024-09-10,28,4.7,"Excellent course, highly recommend!"
4555,122,16,2024-07-06,2024-10-31,53,1.8,"Poorly organized, I expected better."
4556,480,22,2023-09-25,2024-01-21,64,3.0,"Not much to say, it was a standard course."
4557,131,12,2024-01-26,2024-03-16,1,1.9,"Poorly organized, I expected better."
4558,91,20,2024-08-13,2025-01-29,53,3.6,Average course with some useful content.
4559,492,21,2023-01-19,2023-02-23,10,3.5,"The course was okay, not too bad."
4560,252,3,2024-01-24,2024-03-27,60,2.2,"Not worth the time, very disappointing."
4561,86,4,2023-01-27,2023-03-27,52,1.9,"Not worth the time, very disappointing."
4562,398,2,2023-10-10,2023-11-10,68,1.3,I would not recommend this course.
4563,117,6,2023-06-09,2023-09-11,77,1.3,I would not recommend this course.
4564,204,16,2023-09-16,2024-01-29,20,2.0,"Poorly organized, I expected better."
4565,157,10,2023-04-25,2023-05-31,17,4.8,Very informative and well structured.
4566,306,2,2024-07-30,2025-01-04,83,3.2,Average course with some useful content.
4567,138,4,2023-10-07,2023-12-06,15,1.5,"Not worth the time, very disappointing."
4568,334,22,2024-01-16,2024-05-24,20,4.8,I really enjoyed this course.
4569,172,23,2023-07-23,2023-11-16,46,2.5,Average course with some useful content.
4570,287,1,2023-06-08,2023-08-21,14,3.0,"The course was okay, not too bad."
4571,241,16,2024-03-10,2024-06-19,92,1.3,The content was outdated and irrelevant.
4572,86,10,2022-10-28,2022-12-26,82,1.5,"Poorly organized, I expected better."
4573,232,11,2023-09-04,2023-12-22,93,3.2,Average course with some useful content.
4574,492,11,2023-01-05,2023-05-10,57,4.9,"The instructor was great, learned a lot!"
4575,492,2,2024-03-07,2024-06-02,24,3.4,The course met my expectations.
4576,49,17,2022-11-08,2022-12-26,72,4.7,I really enjoyed this course.
4577,187,7,2022-11-22,2023-01-01,46,1.4,"Not worth the time, very disappointing."
4578,154,2,2023-06-11,2023-10-10,52,3.5,"Not much to say, it was a standard course."
4579,123,18,2023-02-01,2023-07-27,42,1.3,I would not recommend this course.
4580,304,16,2024-03-16,2024-04-28,68,1.1,"Not worth the time, very disappointing."
4581,430,5,2023-11-16,2024-02-06,13,3.5,"Not much to say, it was a standard course."
4582,255,15,2024-08-29,2024-12-04,9,1.3,"Not worth the time, very disappointing."
4583,10,4,2023-12-18,2024-05-24,9,4.2,Very informative and well structured.
4584,111,10,2022-12-08,2023-03-08,49,4.4,The materials provided were very helpful.
4585,74,2,2023-01-13,2023-07-10,74,4.2,I really enjoyed this course.
4586,100,14,2024-03-03,2024-06-05,15,2.6,Average course with some useful content.
4587,459,6,2023-12-25,2024-05-31,67,4.3,The materials provided were very helpful.
4588,154,21,2023-08-25,2023-12-23,79,2.1,I would not recommend this course.
4589,46,20,2023-01-05,2023-03-19,53,3.0,It was a decent experience overall.
4590,318,3,2024-05-29,2024-07-09,9,2.6,The course met my expectations.
4591,334,13,2023-03-06,2023-06-27,88,1.1,The content was outdated and irrelevant.
4592,393,17,2024-07-19,2024-10-03,80,4.9,The materials provided were very helpful.
4593,182,18,2024-03-12,2024-08-20,2,1.7,"Poorly organized, I expected better."
4594,157,20,2024-09-03,2025-02-07,95,4.8,I really enjoyed this course.
4595,23,15,2024-04-08,2024-06-14,34,4.2,I really enjoyed this course.
4596,177,20,2022-10-27,2022-12-12,42,1.8,"Poorly organized, I expected better."
